股票代码,中文名称,每股收益(元),每股经营现金流(元),每股公积金(元),每股未分配利润(元),流通股本(亿股),流通市值(亿元),_quarter,stock_id,_stock_name,_selected_time
002491.XSHE,通鼎互联,-0.04,0.01,1.03,0.15,11.87,49.27,2021-10-26,002491.XSHE,通鼎互联,2024-01-25
000885.XSHE,城发环境,0.45,0.51,1.65,4.89,6.42,69.09,2021-10-26,000885.XSHE,城发环境,2024-01-25
300345.XSHE,华民股份,0.02,0.02,0.56,-0.45,4.41,22.37,2021-10-26,300345.XSHE,华民股份,2024-01-25
000778.XSHE,新兴铸管,0.15,-0.01,2.13,2.6,38.85,169.0,2021-10-26,000778.XSHE,新兴铸管,2024-01-25
300250.XSHE,初灵信息,0.09,0.01,3.72,-1.52,1.59,16.73,2021-10-26,300250.XSHE,初灵信息,2024-01-25
300995.XSHE,奇德新材,0.08,0.24,4.55,1.8,0.2,5.84,2021-10-26,300995.XSHE,奇德新材,2024-01-25
300859.XSHE,西域旅游,0.2,0.28,1.92,1.12,0.96,16.86,2021-10-26,300859.XSHE,西域旅游,2024-01-25
300879.XSHE,大叶股份,0.05,-0.62,2.81,2.09,0.55,10.18,2021-10-26,300879.XSHE,大叶股份,2024-01-25
300997.XSHE,欢乐家,0.06,-0.05,0.76,0.81,0.85,15.08,2021-10-26,300997.XSHE,欢乐家,2024-01-25
002851.XSHE,麦格米特,0.25,-0.45,2.07,2.96,4.05,130.45,2021-10-26,002851.XSHE,麦格米特,2024-01-25
300875.XSHE,捷强装备,0.31,-0.21,13.26,3.45,0.34,22.43,2021-10-26,300875.XSHE,捷强装备,2024-01-25
002979.XSHE,雷赛智能,0.18,0.0,1.24,1.33,1.57,42.31,2021-10-26,002979.XSHE,雷赛智能,2024-01-25
002453.XSHE,华软科技,0.05,-0.16,1.66,-0.27,5.71,98.38,2021-10-26,002453.XSHE,华软科技,2024-01-25
300110.XSHE,华仁药业,0.04,-0.16,0.45,0.49,11.81,49.47,2021-10-26,300110.XSHE,华仁药业,2024-01-25
002787.XSHE,华源控股,0.09,-0.19,2.28,1.43,1.79,10.02,2021-10-26,002787.XSHE,华源控股,2024-01-25
300888.XSHE,稳健医疗,0.8,0.55,10.45,12.67,1.36,109.29,2021-10-26,300888.XSHE,稳健医疗,2024-01-25
301016.XSHE,雷尔伟,0.24,0.23,3.38,2.69,0.28,7.56,2021-10-26,301016.XSHE,雷尔伟,2024-01-25
300271.XSHE,华宇软件,0.03,-0.18,4.08,3.05,7.19,79.83,2021-10-26,300271.XSHE,华宇软件,2024-01-25
300652.XSHE,雷迪克,0.31,0.11,4.99,3.67,0.84,15.05,2021-10-26,300652.XSHE,雷迪克,2024-01-25
000779.XSHE,甘咨询,0.22,0.19,2.78,2.3,1.75,14.74,2021-10-26,000779.XSHE,甘咨询,2024-01-25
300226.XSHE,上海钢联,0.23,1.01,4.23,2.56,1.84,102.87,2021-10-26,300226.XSHE,上海钢联,2024-01-25
300365.XSHE,恒华科技,0.03,-0.14,0.86,1.74,3.48,49.44,2021-10-26,300365.XSHE,恒华科技,2024-01-25
002240.XSHE,盛新锂能,0.29,-0.29,3.9,0.55,6.96,415.32,2021-10-26,002240.XSHE,盛新锂能,2024-01-25
300895.XSHE,铜牛信息,0.12,0.19,6.69,2.02,0.54,18.45,2021-10-26,300895.XSHE,铜牛信息,2024-01-25
300397.XSHE,天和防务,0.02,-0.08,2.07,0.81,4.32,62.21,2021-10-26,300397.XSHE,天和防务,2024-01-25
002178.XSHE,延华智能,0.01,0.01,0.33,-0.57,7.11,25.75,2021-10-26,002178.XSHE,延华智能,2024-01-25
002812.XSHE,恩捷股份,0.79,0.26,8.55,4.87,8.61,2412.32,2021-10-26,002812.XSHE,恩捷股份,2024-01-25
002002.XSHE,鸿达兴业,0.17,0.01,0.97,1.39,30.05,167.7,2021-10-26,002002.XSHE,鸿达兴业,2024-01-25
000691.XSHE,亚太实业,0.01,0.03,0.41,-1.17,3.23,15.26,2021-10-26,000691.XSHE,亚太实业,2024-01-25
300648.XSHE,星云股份,0.08,-0.1,4.07,1.81,0.92,63.12,2021-10-26,300648.XSHE,星云股份,2024-01-25
000923.XSHE,河钢资源,0.46,1.45,7.27,6.46,6.28,100.78,2021-10-26,000923.XSHE,河钢资源,2024-01-25
300458.XSHE,全志科技,0.44,0.26,1.96,4.32,2.6,188.83,2021-10-26,300458.XSHE,全志科技,2024-01-25
300094.XSHE,国联水产,0.0,0.09,1.3,-0.06,8.72,34.45,2021-10-26,300094.XSHE,国联水产,2024-01-25
300128.XSHE,锦富技术,-0.01,0.0,0.37,-0.3,10.93,37.93,2021-10-26,300128.XSHE,锦富技术,2024-01-25
300595.XSHE,欧普康视,0.22,0.26,0.06,1.29,6.13,500.3,2021-10-26,300595.XSHE,欧普康视,2024-01-25
300193.XSHE,佳士科技,0.13,-0.05,2.2,1.08,4.3,56.07,2021-10-26,300193.XSHE,佳士科技,2024-01-25
301002.XSHE,崧盛股份,0.33,-0.08,4.98,1.34,0.22,12.61,2021-10-26,301002.XSHE,崧盛股份,2024-01-25
300136.XSHE,信维通信,0.32,0.13,0.4,4.49,8.24,185.64,2021-10-26,300136.XSHE,信维通信,2024-01-25
002619.XSHE,*ST艾格,-0.02,-0.04,1.68,-1.29,14.31,25.76,2021-10-26,002619.XSHE,*ST艾格,2024-01-25
300064.XSHE,金刚退,-0.13,0.02,3.94,-5.13,6.96,11.91,2021-10-26,300064.XSHE,金刚退,2024-01-25
002418.XSHE,康盛股份,-0.0,0.03,0.43,-0.22,11.36,39.19,2021-10-26,002418.XSHE,康盛股份,2024-01-25
000652.XSHE,泰达股份,0.03,0.07,0.46,1.62,14.74,59.42,2021-10-26,000652.XSHE,泰达股份,2024-01-25
300956.XSHE,英力股份,0.13,-0.31,4.44,2.66,0.33,6.4,2021-10-26,300956.XSHE,英力股份,2024-01-25
000032.XSHE,深桑达A,-0.02,0.29,2.14,0.98,4.11,74.8,2021-10-26,000032.XSHE,深桑达A,2024-01-25
002937.XSHE,兴瑞科技,0.09,0.21,1.18,1.28,0.98,11.77,2021-10-26,002937.XSHE,兴瑞科技,2024-01-25
002011.XSHE,盾安环境,0.09,0.17,2.31,-1.64,9.16,60.74,2021-10-26,002011.XSHE,盾安环境,2024-01-25
300188.XSHE,美亚柏科,0.03,-0.02,0.94,1.77,6.08,100.31,2021-10-26,300188.XSHE,美亚柏科,2024-01-25
002360.XSHE,同德化工,0.06,0.07,0.15,2.13,3.08,24.84,2021-10-26,002360.XSHE,同德化工,2024-01-25
300172.XSHE,中电环保,0.03,-0.02,0.06,1.33,4.96,31.05,2021-10-26,300172.XSHE,中电环保,2024-01-25
300947.XSHE,德必集团,0.35,1.41,15.57,-0.91,0.2,6.05,2021-10-26,300947.XSHE,德必集团,2024-01-25
300116.XSHE,保力新,-0.01,-0.0,0.73,-1.66,40.0,105.99,2021-10-26,300116.XSHE,保力新,2024-01-25
300167.XSHE,迪威迅,-0.05,0.01,1.06,-0.87,3.0,17.2,2021-10-26,300167.XSHE,迪威迅,2024-01-25
300937.XSHE,药易购,0.02,-0.28,4.78,1.88,0.24,9.98,2021-10-26,300937.XSHE,药易购,2024-01-25
002601.XSHE,龙佰集团,0.59,0.71,5.83,1.34,15.23,437.36,2021-10-26,002601.XSHE,龙佰集团,2024-01-25
002586.XSHE,ST围海,0.01,-0.09,2.9,-1.17,8.94,21.28,2021-10-26,002586.XSHE,ST围海,2024-01-25
301026.XSHE,浩通科技,0.41,-0.71,5.01,4.7,0.24,16.09,2021-10-26,301026.XSHE,浩通科技,2024-01-25
300353.XSHE,东土科技,-0.02,-0.06,2.41,-1.99,4.02,35.76,2021-10-26,300353.XSHE,东土科技,2024-01-25
002026.XSHE,山东威达,0.25,0.14,3.03,2.31,4.23,58.9,2021-10-26,002026.XSHE,山东威达,2024-01-25
300433.XSHE,蓝思科技,0.2,0.08,4.16,3.25,49.6,1037.71,2021-10-26,300433.XSHE,蓝思科技,2024-01-25
300416.XSHE,苏试试验,0.19,0.02,0.74,2.17,2.62,57.02,2021-10-26,300416.XSHE,苏试试验,2024-01-25
300876.XSHE,蒙泰高新,0.14,-0.01,4.74,2.28,0.28,8.43,2021-10-26,300876.XSHE,蒙泰高新,2024-01-25
000657.XSHE,中钨高新,0.19,0.26,3.22,0.3,9.48,104.15,2021-10-26,000657.XSHE,中钨高新,2024-01-25
300308.XSHE,中际旭创,0.31,0.49,7.37,3.6,6.87,239.52,2021-10-26,300308.XSHE,中际旭创,2024-01-25
300212.XSHE,易华录,-0.02,-0.33,2.98,2.74,6.19,184.16,2021-10-26,300212.XSHE,易华录,2024-01-25
002373.XSHE,千方科技,0.03,-0.01,3.97,2.87,12.28,181.42,2021-10-26,002373.XSHE,千方科技,2024-01-25
300790.XSHE,宇瞳光学,0.4,0.08,3.89,2.37,1.08,38.83,2021-10-26,300790.XSHE,宇瞳光学,2024-01-25
300394.XSHE,天孚通信,0.19,0.28,2.54,1.96,3.53,86.61,2021-10-26,300394.XSHE,天孚通信,2024-01-25
002218.XSHE,拓日新能,0.01,0.0,1.5,0.49,12.16,96.89,2021-10-26,002218.XSHE,拓日新能,2024-01-25
000958.XSHE,电投产融,0.03,-0.01,1.18,0.97,11.02,62.82,2021-10-26,000958.XSHE,电投产融,2024-01-25
300665.XSHE,飞鹿股份,0.04,-0.08,0.81,1.11,1.29,11.99,2021-10-26,300665.XSHE,飞鹿股份,2024-01-25
000701.XSHE,厦门信达,0.08,6.48,4.12,-4.18,4.07,20.41,2021-10-26,000701.XSHE,厦门信达,2024-01-25
301040.XSHE,中环海陆,0.3,0.76,5.18,3.33,0.24,8.48,2021-10-26,301040.XSHE,中环海陆,2024-01-25
002119.XSHE,康强电子,0.14,0.07,0.3,1.43,3.68,54.76,2021-10-26,002119.XSHE,康强电子,2024-01-25
300611.XSHE,美力科技,0.05,0.04,1.43,1.41,1.22,11.36,2021-10-26,300611.XSHE,美力科技,2024-01-25
002198.XSHE,嘉应制药,0.0,0.04,0.24,0.06,5.08,38.47,2021-10-26,002198.XSHE,嘉应制药,2024-01-25
000009.XSHE,中国宝安,0.08,-0.1,0.49,1.41,25.51,489.36,2021-10-26,000009.XSHE,中国宝安,2024-01-25
300272.XSHE,开能健康,0.05,0.08,0.36,0.63,4.11,31.08,2021-10-26,300272.XSHE,开能健康,2024-01-25
300585.XSHE,奥联电子,0.07,0.1,1.51,1.41,1.6,20.48,2021-10-26,300585.XSHE,奥联电子,2024-01-25
300469.XSHE,信息发展,-0.04,-0.1,0.25,-0.18,1.85,22.03,2021-10-26,300469.XSHE,信息发展,2024-01-25
300029.XSHE,ST天龙,-0.05,-0.11,4.18,-5.39,2.0,12.8,2021-10-26,300029.XSHE,ST天龙,2024-01-25
002515.XSHE,金字火腿,-0.01,0.02,0.18,0.34,8.94,47.01,2021-10-26,002515.XSHE,金字火腿,2024-01-25
000868.XSHE,安凯客车,-0.03,-0.35,0.72,-1.22,7.33,28.38,2021-10-26,000868.XSHE,安凯客车,2024-01-25
300692.XSHE,中环环保,0.13,0.27,2.2,1.3,3.75,32.21,2021-10-26,300692.XSHE,中环环保,2024-01-25
300910.XSHE,瑞丰新材,0.21,0.08,10.21,2.44,0.38,27.86,2021-10-26,300910.XSHE,瑞丰新材,2024-01-25
002906.XSHE,华阳集团,0.15,0.64,1.92,4.74,4.72,170.66,2021-10-27,002906.XSHE,华阳集团,2024-01-25
300846.XSHE,首都在线,0.01,0.08,0.04,0.5,2.65,30.05,2021-10-27,300846.XSHE,首都在线,2024-01-25
300033.XSHE,同花顺,0.77,1.24,0.66,8.06,2.72,326.04,2021-10-27,300033.XSHE,同花顺,2024-01-25
603912.XSHG,佳力图,0.09,-0.03,1.94,1.27,2.17,30.97,2021-10-27,603912.XSHG,佳力图,2024-01-25
300986.XSHE,志特新材,0.45,-0.37,4.39,4.29,0.28,12.43,2021-10-27,300986.XSHE,志特新材,2024-01-25
603536.XSHG,惠发食品,-0.13,0.27,1.39,1.1,1.68,18.08,2021-10-27,603536.XSHG,惠发食品,2024-01-25
300872.XSHE,天阳科技,0.19,-0.45,6.82,2.19,1.42,42.68,2021-10-27,300872.XSHE,天阳科技,2024-01-25
002378.XSHE,章源钨业,0.06,0.11,0.64,0.11,9.15,81.28,2021-10-27,002378.XSHE,章源钨业,2024-01-25
000669.XSHE,ST金鸿,-0.01,0.01,2.38,-1.72,6.8,16.26,2021-10-27,000669.XSHE,ST金鸿,2024-01-25
300215.XSHE,电科院,0.08,0.24,0.95,0.47,5.6,58.48,2021-10-27,300215.XSHE,电科院,2024-01-25
300657.XSHE,弘信电子,-0.25,0.06,2.33,0.66,3.88,60.1,2021-10-27,300657.XSHE,弘信电子,2024-01-25
300591.XSHE,万里马,-0.08,0.04,0.62,-0.3,2.25,13.61,2021-10-27,300591.XSHE,万里马,2024-01-25
002753.XSHE,永东股份,0.09,-0.15,1.14,3.08,2.43,24.93,2021-10-27,002753.XSHE,永东股份,2024-01-25
300806.XSHE,斯迪克,0.34,-0.58,2.79,3.5,1.04,59.33,2021-10-27,300806.XSHE,斯迪克,2024-01-25
300717.XSHE,华信新材,0.01,0.16,2.34,2.28,1.01,15.66,2021-10-27,300717.XSHE,华信新材,2024-01-25
300535.XSHE,达威股份,0.25,0.41,3.37,3.91,0.86,13.03,2021-10-27,300535.XSHE,达威股份,2024-01-25
300993.XSHE,玉马遮阳,0.32,0.2,4.97,2.27,0.31,6.43,2021-10-27,300993.XSHE,玉马遮阳,2024-01-25
688396.XSHG,华润微,0.42,0.85,10.43,1.05,3.29,226.61,2021-10-27,688396.XSHG,华润微,2024-01-25
300894.XSHE,火星人,0.33,0.4,1.11,1.1,0.41,19.95,2021-10-27,300894.XSHE,火星人,2024-01-25
002523.XSHE,天桥起重,0.01,0.04,0.04,0.37,13.92,33.83,2021-10-27,002523.XSHE,天桥起重,2024-01-25
600325.XSHG,华发股份,0.17,3.07,0.33,5.51,21.14,121.34,2021-10-27,600325.XSHG,华发股份,2024-01-25
300939.XSHE,秋田微,0.55,0.53,10.31,2.72,0.2,9.75,2021-10-27,300939.XSHE,秋田微,2024-01-25
002779.XSHE,中坚科技,0.08,0.17,1.48,2.03,1.18,14.9,2021-10-27,002779.XSHE,中坚科技,2024-01-25
300051.XSHE,三五互联,-0.01,0.02,1.32,-1.67,3.66,15.87,2021-10-27,300051.XSHE,三五互联,2024-01-25
002575.XSHE,群兴玩具,0.01,-0.03,0.38,0.15,5.89,29.2,2021-10-27,002575.XSHE,群兴玩具,2024-01-25
601339.XSHG,百隆东方,0.16,0.18,1.67,2.83,15.0,81.15,2021-10-27,601339.XSHG,百隆东方,2024-01-25
603200.XSHG,上海洗霸,0.12,0.02,2.69,2.54,1.25,28.88,2021-10-27,603200.XSHG,上海洗霸,2024-01-25
600381.XSHG,青海春天,-0.02,-0.03,0.4,1.84,5.87,42.86,2021-10-27,600381.XSHG,青海春天,2024-01-25
003025.XSHE,思进智能,0.22,0.29,3.62,2.87,0.28,8.22,2021-10-27,003025.XSHE,思进智能,2024-01-25
600537.XSHG,亿晶光电,-0.05,0.02,1.28,-0.03,11.76,58.82,2021-10-27,600537.XSHG,亿晶光电,2024-01-25
002410.XSHE,广联达,0.16,0.27,2.78,1.54,9.92,660.65,2021-10-27,002410.XSHE,广联达,2024-01-25
002521.XSHE,齐峰新材,0.01,0.1,3.76,2.19,4.03,27.23,2021-10-27,002521.XSHE,齐峰新材,2024-01-25
600279.XSHG,重庆港,0.02,0.24,2.78,0.71,8.7,31.84,2021-10-27,600279.XSHG,重庆港,2024-01-25
300741.XSHE,华宝股份,0.36,0.49,7.53,3.13,6.16,265.69,2021-10-27,300741.XSHE,华宝股份,2024-01-25
300577.XSHE,开润股份,0.23,0.13,2.99,2.83,1.29,26.3,2021-10-27,300577.XSHE,开润股份,2024-01-25
605376.XSHG,博迁新材,0.25,-0.19,2.71,2.01,0.65,48.81,2021-10-27,605376.XSHG,博迁新材,2024-01-25
002279.XSHE,久其软件,-0.04,0.04,0.41,-0.3,6.41,29.0,2021-10-27,002279.XSHE,久其软件,2024-01-25
300736.XSHE,百邦科技,0.03,0.14,1.21,-0.75,1.04,12.15,2021-10-27,300736.XSHE,百邦科技,2024-01-25
688196.XSHG,卓越新能,0.78,0.4,10.49,7.38,0.29,13.22,2021-10-27,688196.XSHG,卓越新能,2024-01-25
300541.XSHE,先进数通,-0.08,0.74,0.75,1.63,2.5,33.92,2021-10-27,300541.XSHE,先进数通,2024-01-25
300473.XSHE,德尔股份,-0.07,-0.13,13.63,0.88,1.12,23.47,2021-10-27,300473.XSHE,德尔股份,2024-01-25
300441.XSHE,鲍斯股份,0.1,0.1,0.66,0.56,6.28,65.9,2021-10-27,300441.XSHE,鲍斯股份,2024-01-25
300897.XSHE,山科智能,0.33,-0.13,7.95,3.27,0.2,6.78,2021-10-27,300897.XSHE,山科智能,2024-01-25
603308.XSHG,应流股份,0.07,0.13,2.83,1.6,6.83,154.39,2021-10-27,603308.XSHG,应流股份,2024-01-25
300046.XSHE,台基股份,0.1,0.04,3.43,-0.27,2.13,49.66,2021-10-27,300046.XSHE,台基股份,2024-01-25
600784.XSHG,鲁银投资,0.14,0.05,1.02,0.93,5.68,30.68,2021-10-27,600784.XSHG,鲁银投资,2024-01-25
605080.XSHG,浙江自然,0.45,0.79,9.41,4.82,0.25,15.67,2021-10-27,605080.XSHG,浙江自然,2024-01-25
300109.XSHE,新开源,0.05,0.05,6.96,1.57,3.02,54.0,2021-10-27,300109.XSHE,新开源,2024-01-25
001215.XSHE,千味央厨,0.24,-0.08,5.87,3.75,0.21,12.59,2021-10-27,001215.XSHE,千味央厨,2024-01-25
002349.XSHE,精华制药,0.03,0.05,1.22,0.49,8.32,49.59,2021-10-27,002349.XSHE,精华制药,2024-01-25
688519.XSHG,南亚新材,0.43,-0.37,8.25,2.84,0.84,37.76,2021-10-27,688519.XSHG,南亚新材,2024-01-25
002029.XSHE,七匹狼,0.01,0.11,2.48,3.59,7.24,43.71,2021-10-27,002029.XSHE,七匹狼,2024-01-25
300010.XSHE,豆神教育,0.02,-0.11,3.39,-3.75,7.43,27.27,2021-10-27,300010.XSHE,豆神教育,2024-01-25
603429.XSHG,集友股份,0.1,0.06,1.27,1.23,3.73,85.8,2021-10-27,603429.XSHG,集友股份,2024-01-25
300040.XSHE,九洲集团,0.04,0.31,1.77,1.45,4.55,52.13,2021-10-27,300040.XSHE,九洲集团,2024-01-25
600057.XSHG,厦门象屿,0.24,0.97,2.28,2.16,21.37,164.16,2021-10-27,600057.XSHG,厦门象屿,2024-01-25
000928.XSHE,中钢国际,0.12,-0.93,1.5,2.08,12.57,106.06,2021-10-27,000928.XSHE,中钢国际,2024-01-25
002289.XSHE,宇顺电子,-0.01,-0.01,6.08,-6.14,2.64,24.14,2021-10-27,002289.XSHE,宇顺电子,2024-01-25
002647.XSHE,仁东控股,0.01,0.15,0.34,-0.34,5.6,44.63,2021-10-27,002647.XSHE,仁东控股,2024-01-25
300486.XSHE,东杰智能,0.05,-0.03,1.52,1.18,3.77,42.31,2021-10-27,300486.XSHE,东杰智能,2024-01-25
002032.XSHE,苏泊尔,0.46,0.33,0.14,7.55,6.0,280.26,2021-10-27,002032.XSHE,苏泊尔,2024-01-25
301039.XSHE,中集车辆,0.05,-0.22,2.36,2.36,1.72,19.42,2021-10-27,301039.XSHE,中集车辆,2024-01-25
688300.XSHG,联瑞新材,0.58,0.09,7.21,3.6,0.53,32.29,2021-10-27,688300.XSHG,联瑞新材,2024-01-25
600449.XSHG,宁夏建材,0.64,0.82,4.23,8.02,4.78,53.65,2021-10-27,600449.XSHG,宁夏建材,2024-01-25
000605.XSHE,渤海股份,-0.01,0.06,3.01,1.45,3.37,19.29,2021-10-27,000605.XSHE,渤海股份,2024-01-25
000722.XSHE,湖南发展,0.11,0.08,4.6,0.94,4.64,37.97,2021-10-27,000722.XSHE,湖南发展,2024-01-25
002425.XSHE,凯撒文化,0.03,0.01,3.0,1.37,9.56,65.1,2021-10-27,002425.XSHE,凯撒文化,2024-01-25
300114.XSHE,中航电测,0.13,-0.06,0.16,1.96,5.91,92.87,2021-10-27,300114.XSHE,中航电测,2024-01-25
603367.XSHG,辰欣药业,0.23,-0.01,4.07,5.51,4.48,55.81,2021-10-27,603367.XSHG,辰欣药业,2024-01-25
002574.XSHE,明牌珠宝,-0.44,-0.54,3.13,1.49,5.28,29.41,2021-10-27,002574.XSHE,明牌珠宝,2024-01-25
300720.XSHE,海川智能,0.11,0.09,0.34,1.31,1.0,13.93,2021-10-27,300720.XSHE,海川智能,2024-01-25
300940.XSHE,南极光,0.15,-0.1,4.24,1.82,0.3,10.49,2021-10-27,300940.XSHE,南极光,2024-01-25
002310.XSHE,东方园林,0.0,0.37,0.62,2.34,25.62,78.38,2021-10-27,002310.XSHE,东方园林,2024-01-25
600368.XSHG,五洲交通,0.16,0.57,0.42,2.69,11.26,45.14,2021-10-27,600368.XSHG,五洲交通,2024-01-25
000919.XSHE,金陵药业,0.04,0.09,0.92,3.09,5.03,34.17,2021-10-27,000919.XSHE,金陵药业,2024-01-25
300170.XSHE,汉得信息,-0.03,0.06,1.05,1.56,8.03,55.94,2021-10-27,300170.XSHE,汉得信息,2024-01-25
002353.XSHE,杰瑞股份,0.4,0.18,3.89,7.67,6.19,299.86,2021-10-27,002353.XSHE,杰瑞股份,2024-01-25
300376.XSHE,易事特,0.06,-0.05,0.14,1.28,23.19,221.92,2021-10-27,300376.XSHE,易事特,2024-01-25
300991.XSHE,创益通,0.19,0.22,2.75,3.07,0.21,6.84,2021-10-27,300991.XSHE,创益通,2024-01-25
002216.XSHE,三全食品,0.12,0.42,0.36,1.97,6.3,102.66,2021-10-27,002216.XSHE,三全食品,2024-01-25
002151.XSHE,北斗星通,0.09,-0.09,7.71,-0.03,4.08,164.71,2021-10-27,002151.XSHE,北斗星通,2024-01-25
300233.XSHE,金城医药,0.07,0.42,6.26,1.48,3.67,107.75,2021-10-27,300233.XSHE,金城医药,2024-01-25
300671.XSHE,富满微,0.82,-0.08,2.48,3.69,2.04,228.18,2021-10-27,300671.XSHE,富满微,2024-01-25
600358.XSHG,国旅联合,-0.0,-0.13,0.55,-1.13,5.05,21.61,2021-10-27,600358.XSHG,国旅联合,2024-01-25
300102.XSHE,乾照光电,0.07,0.09,2.19,0.3,7.07,53.81,2021-10-27,300102.XSHE,乾照光电,2024-01-25
002460.XSHE,赣锋锂业,0.73,0.21,8.31,4.07,8.59,1400.39,2021-10-27,002460.XSHE,赣锋锂业,2024-01-25
002991.XSHE,甘源食品,0.43,0.47,10.28,3.39,0.41,19.08,2021-10-27,002991.XSHE,甘源食品,2024-01-25
300380.XSHE,安硕信息,0.02,-0.36,1.46,0.88,1.24,21.38,2021-10-27,300380.XSHE,安硕信息,2024-01-25
002593.XSHE,日上集团,0.04,-0.25,1.18,0.71,4.68,18.42,2021-10-27,002593.XSHE,日上集团,2024-01-25
300981.XSHE,中红医疗,1.41,1.11,11.63,26.02,0.4,33.51,2021-10-27,300981.XSHE,中红医疗,2024-01-25
300463.XSHE,迈克生物,0.47,0.77,0.56,5.73,4.02,115.79,2021-10-27,300463.XSHE,迈克生物,2024-01-25
001209.XSHE,洪兴股份,0.2,-1.27,8.39,3.89,0.23,6.23,2021-10-27,001209.XSHE,洪兴股份,2024-01-25
300120.XSHE,经纬辉开,0.05,0.14,3.66,0.68,3.82,34.17,2021-10-27,300120.XSHE,经纬辉开,2024-01-25
603080.XSHG,新疆火炬,0.14,0.31,3.43,3.96,1.42,26.77,2021-10-27,603080.XSHG,新疆火炬,2024-01-25
601568.XSHG,北元集团,0.1,0.27,1.16,1.31,3.61,32.25,2021-10-27,601568.XSHG,北元集团,2024-01-25
603260.XSHG,合盛硅业,2.45,0.64,4.09,10.45,9.38,1683.62,2021-10-27,603260.XSHG,合盛硅业,2024-01-25
600530.XSHG,交大昂立,0.0,0.03,0.07,-0.14,7.8,26.6,2021-10-27,600530.XSHG,交大昂立,2024-01-25
002595.XSHE,豪迈科技,0.33,-0.14,0.64,5.55,5.34,135.84,2021-10-27,002595.XSHE,豪迈科技,2024-01-25
002365.XSHE,永安药业,0.12,0.14,2.41,2.41,2.43,22.12,2021-10-27,002365.XSHE,永安药业,2024-01-25
300069.XSHE,金利华电,-0.06,0.09,2.23,-0.86,1.17,28.38,2021-10-27,300069.XSHE,金利华电,2024-01-25
300775.XSHE,三角防务,0.22,0.33,1.56,1.65,2.64,116.11,2021-10-27,300775.XSHE,三角防务,2024-01-25
300862.XSHE,蓝盾光电,0.18,-0.23,8.68,3.95,0.86,27.78,2021-10-27,300862.XSHE,蓝盾光电,2024-01-25
605218.XSHG,伟时电子,0.01,-0.15,3.0,1.17,0.88,11.57,2021-10-27,605218.XSHG,伟时电子,2024-01-25
000830.XSHE,鲁西化工,0.51,1.41,2.51,4.94,14.64,275.25,2021-10-27,000830.XSHE,鲁西化工,2024-01-25
002976.XSHE,瑞玛精密,0.07,0.14,3.68,1.61,0.35,6.8,2021-10-27,002976.XSHE,瑞玛精密,2024-01-25
002635.XSHE,安洁科技,0.11,0.17,5.23,1.86,3.48,43.05,2021-10-27,002635.XSHE,安洁科技,2024-01-25
688057.XSHG,金达莱,0.34,0.05,6.76,3.0,0.69,19.47,2021-10-27,688057.XSHG,金达莱,2024-01-25
688779.XSHG,长远锂科,0.09,-0.21,1.84,0.42,3.48,88.87,2021-10-27,688779.XSHG,长远锂科,2024-01-25
002072.XSHE,凯瑞德,-0.02,-0.12,2.25,-4.52,1.69,9.74,2021-10-27,002072.XSHE,凯瑞德,2024-01-25
688217.XSHG,睿昂基因,0.32,0.21,12.91,2.0,0.11,7.25,2021-10-27,688217.XSHG,睿昂基因,2024-01-25
688080.XSHG,映翰通,1.11,0.25,7.57,5.01,0.37,16.83,2021-10-27,688080.XSHG,映翰通,2024-01-25
600720.XSHG,祁连山,0.45,0.73,1.73,7.07,7.76,83.75,2021-10-27,600720.XSHG,祁连山,2024-01-25
300992.XSHE,泰福泵业,0.24,-0.36,3.08,3.01,0.22,5.6,2021-10-27,300992.XSHE,泰福泵业,2024-01-25
300456.XSHE,赛微电子,0.02,-0.1,5.41,0.88,3.66,98.97,2021-10-27,300456.XSHE,赛微电子,2024-01-25
300861.XSHE,美畅股份,0.46,0.13,4.58,3.47,1.76,137.57,2021-10-27,300861.XSHE,美畅股份,2024-01-25
000017.XSHE,深中华A,0.0,-0.01,1.14,-2.17,3.03,10.6,2021-10-27,000017.XSHE,深中华A,2024-01-25
300206.XSHE,理邦仪器,0.11,0.1,0.6,1.25,3.4,39.66,2021-10-27,300206.XSHE,理邦仪器,2024-01-25
605255.XSHG,天普股份,0.06,0.09,4.24,1.17,0.34,4.86,2021-10-27,605255.XSHG,天普股份,2024-01-25
301060.XSHE,兰卫医学,0.2,-0.1,1.38,1.41,0.41,7.39,2021-10-27,301060.XSHE,兰卫医学,2024-01-25
688625.XSHG,呈和科技,0.3,-0.02,3.44,1.78,0.29,13.92,2021-10-27,688625.XSHG,呈和科技,2024-01-25
601579.XSHG,会稽山,0.02,0.01,3.44,2.47,4.97,58.84,2021-10-27,601579.XSHG,会稽山,2024-01-25
603903.XSHG,中持股份,0.13,-0.07,1.44,2.68,2.02,21.4,2021-10-27,603903.XSHG,中持股份,2024-01-25
300080.XSHE,易成新能,-0.02,-0.02,0.54,0.83,10.93,72.05,2021-10-27,300080.XSHE,易成新能,2024-01-25
603320.XSHG,迪贝电气,0.11,-0.1,1.45,2.88,1.3,16.47,2021-10-27,603320.XSHG,迪贝电气,2024-01-25
002465.XSHE,海格通信,0.05,-0.05,1.69,1.04,22.65,231.94,2021-10-27,002465.XSHE,海格通信,2024-01-25
